stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
4517,4/1/2022 14:43,4/1/2022 10:02,16,FALSE,Los Altos Ave,Yerba Buena,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver with phone in right hand as he passed my location. Driver stopped and identified. Cited and released., Citation for infraction
4518,4/1/2022 19:25,4/1/2022 19:23,3,FALSE,Cuesta,Shelby,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn made from non turn lane, Warning (verbal or written)
4519,4/2/2022 10:21,4/2/2022 10:19,5,FALSE,foothill,el monte,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, phone in hand, Citation for infraction
4520,4/2/2022 16:03,4/2/2022 16:02,10,FALSE,foothill,springer,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone in hand, Citation for infraction
4521,4/3/2022 18:00,4/3/2022 2:25,20,FALSE,Foothill,Homestead,1, Middle Eastern or South Asian, Mental health condition,FALSE,45,Female,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation, Moving Violation, Followed closely behind me and changed lanes with me, Warning (verbal or written)
4522,4/4/2022 19:52,4/4/2022 18:05,5,FALSE,springer ave,sunshine dr,1, Hispanic/Latino/a, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlamp out, Warning (verbal or written)
4523,4/4/2022 20:52,4/4/2022 20:50,5,FALSE,fremont ave,dallas ct,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, headlamp out, Warning (verbal or written)
4524,4/5/2022 9:52,4/5/2022 9:46,5,FALSE,GRANT,FREMONT,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, THIRD BRAKE LIGHT OUT AND 2021 TAB SHOWING ON THE VEHICLE., Warning (verbal or written)
4525,4/5/2022 10:32,4/5/2022 10:15,10,FALSE,El Camino Real ,,1, Middle Eastern or South Asian, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Holding and operating cell phone while driving motor vehicle, Citation for infraction
4526,4/5/2022 10:35,4/5/2022 10:33,10,FALSE,San Antonio ,Edith,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, On phone at stop light, Warning (verbal or written)
4527,4/5/2022 10:37,4/5/2022 10:20,15,FALSE,FOOTHILL,SAN ANTONIO,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER MADE AN ILLEGAL RIGHT TURN ONTO SAN ANTONIO FROM FOOTHILL STRAIGHT LANE., Citation for infraction
4528,4/5/2022 11:10,4/5/2022 11:04,6,FALSE,EL MONTE,COVINGTON,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, NOTICED A CRACK IN THE UPPER PORTION OF THE WINDSHIELD...DRIVER WAS ALREADY TAKING CARE OF ISSUE IN THE NEXT FEW DAYS, Warning (verbal or written)
4529,4/5/2022 12:38,4/5/2022 0:30,8,FALSE,FREMONT,GRANT,1, Hispanic/Latino/a, None,TRUE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, BOTH REAR BRAKE LIGHTS WERE INOPERABLE...DRIVER WAS NOT OWNER OF THE VEHICLE., Warning (verbal or written)
4530,4/5/2022 17:31,4/5/2022 13:23,60,FALSE,Gabilan ,,1, White, Mental health condition,FALSE,50,Female,No,FALSE, None, Handcuffed or flex cuffed; Patrol car detention; Person photographed; Search of person was conducted,,, Incident to arrest, Searched incident to arrest, Knowledge of outstanding arrest warrant/wanted person, , Felony affidavit on file, Custodial Arrest pursuant to outstanding warrant
4531,4/5/2022 17:34,4/5/2022 13:15,5,FALSE,Cuesta ,San antonio,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Left brake light out, Warning (verbal or written)
4532,4/6/2022 10:35,4/6/2022 10:33,5,FALSE,Springer,Foothill Expressway,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Citation for infraction
4533,4/8/2022 11:46,4/8/2022 10:44,40,FALSE,San Antonio ave,Edith,1, White, None,FALSE,60,Female,No,FALSE, None, Asked for consent to search person; Search of person was conducted, true,, Consent given; Incident to arrest, Searched incident to arrest; Searched incident to arrest, Knowledge of outstanding arrest warrant/wanted person, , Self surrendered for booking, Custodial Arrest pursuant to outstanding warrant
4534,4/8/2022 13:31,4/8/2022 13:30,5,FALSE,Springer ,Rosita,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 53mph in 30mph zone, Warning (verbal or written)
4535,4/9/2022 13:09,4/9/2022 13:00,8,FALSE,EVA,,1, Middle Eastern or South Asian, None,FALSE,25,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, REASONABLE OF 602 WAS NEAR A CONSTRUCTION SITE, No Action
4536,4/9/2022 15:19,4/9/2022 15:10,7,FALSE,FOOTHILL,HOMESTEAD,1, Middle Eastern or South Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 12/21...SMOG HASN'T BEEN COMPLETED., Warning (verbal or written)
4537,4/11/2022 10:34,4/11/2022 10:32,5,FALSE,springer,fremont,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone use, Warning (verbal or written)
4538,4/11/2022 16:08,4/11/2022 16:06,5,FALSE,foothill expy,grant rd,1, Asian, None,FALSE,75,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, Warning (verbal or written)
4539,4/11/2022 16:45,4/11/2022 16:42,5,FALSE,foothill,loyola,1, White, None,FALSE,75,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, uturn illegal, Warning (verbal or written)
4540,4/12/2022 10:50,4/12/2022 10:48,5,FALSE,FOOTHILL,grant,1, White, None,FALSE,75,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, CELLPHONE, Warning (verbal or written)
4541,4/12/2022 13:20,4/12/2022 13:18,10,FALSE,Cuesta,San Antonio,1, Hispanic/Latino/a, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe turn/no signal, Citation for infraction
4542,4/12/2022 14:03,4/12/2022 14:01,5,FALSE,fremont,hwy 85,1, Hispanic/Latino/a, None,TRUE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, white light to rear break light, Warning (verbal or written)
4543,4/13/2022 9:01,4/13/2022 8:40,14,FALSE,DEODARA,ST. JOSEPH,1, Black/African American, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE APRIL 2021., Citation for infraction
4544,4/13/2022 10:32,4/13/2022 9:56,25,FALSE,El Monte ,Almond ,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Registration expired 2020, In-field cite and release; Warning (verbal or written)
4545,4/13/2022 15:21,4/13/2022 14:22,5,FALSE,San antonio,Plaza south,1, White," Intellectual or developmental disability, including dementia; Speech impairment or limited use of language",FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired registration, Warning (verbal or written)
4546,4/13/2022 15:24,4/13/2022 14:55,10,FALSE,Los Altos ave,Loucks ave,1, Middle Eastern or South Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Rolled stop sign at Portola ave, Citation for infraction
4547,4/13/2022 15:26,4/13/2022 8:03,10,FALSE,N springer rd,Raymundo ave,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired registration, Citation for infraction
4548,4/13/2022 16:33,4/13/2022 16:32,10,FALSE,El Monte ,Woodstock,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", 2017 registration, Citation for infraction
4549,4/13/2022 16:52,4/13/2022 16:35,12,FALSE,Angela ,San Antonio ,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Driver holding and operating cell phone while driving motor vehicle, Citation for infraction
4550,4/13/2022 17:19,4/13/2022 17:05,10,FALSE,FREMONT,BELLEVILLE,1, Hispanic/Latino/a, None,TRUE,21,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, EXPIRED REGISTRATION SINCE 9/2021, Warning (verbal or written)
4551,4/14/2022 13:18,4/14/2022 8:47,2,FALSE,san antonio road,portola,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, vehicles fender was falling off and in another lane, Warning (verbal or written)
4552,4/14/2022 19:51,4/14/2022 18:15,40,FALSE,FIRST STREET,,1, White, None,FALSE,50,Female,No,FALSE, Alcohol, Curbside detention; Search of property was conducted,,, Incident to arrest, CITED/RELEASED FOR 488., Reasonable Suspicion, Witness or Victim identification of Suspect at the scene, WAS CAUGHT BY SECURITY AT MARKET ATTEMPTING TO STEAL ALCOHOL.  SUSPECT WAS CITED/RELEASED AND ADMONISHED FOR TRESPASSING., In-field cite and release
4553,4/15/2022 9:09,4/15/2022 9:06,8,FALSE,El Camino real,Los Altos ave,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in hand, Citation for infraction
4554,4/15/2022 9:28,4/15/2022 9:26,10,FALSE,El Camino real,Los Altos ave,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in had, Citation for infraction
4555,4/15/2022 9:44,4/15/2022 9:42,5,FALSE,edith,first,1, Black/African American, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone, Warning (verbal or written)
4556,4/15/2022 10:02,4/15/2022 10:00,5,FALSE,jay,el monte,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, illegal u-turn, Warning (verbal or written)
4557,4/15/2022 10:16,4/15/2022 10:15,5,FALSE,foothill,magdalena,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, brake light out, Warning (verbal or written)
4558,4/15/2022 12:52,4/15/2022 8:45,18,FALSE,El Camino Real,Monroe ,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver with cell phone in hand east on El Camino Real. Driver stopped and identified. Cited and released, Citation for infraction
4559,4/15/2022 12:55,4/15/2022 8:58,12,FALSE,El Camino Real,Los Altos Ave,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Observed vehicle west on El Camino Real. Registration sticker expired in 2021 confirmed by dispatch. Stopped and identified. Cited and released, Citation for infraction
4560,4/15/2022 12:59,4/15/2022 9:26,14,FALSE,El Camino Real,Monroe,1, Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver east on El Camino Real with cell phone in hand. Stopped and identified. Cited and released, Citation for infraction
4561,4/15/2022 13:03,4/15/2022 9:47,8,FALSE,El Camino Real,Monroe,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver fail to stop for hawk signal east on El Camino Real. Driver stopped and identified. Driver warned, Warning (verbal or written)
4562,4/15/2022 13:07,4/15/2022 10:00,12,FALSE,El Camino Real,Monroe,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high speed east on El Camino Real visual of 53mph. Radar confirmed with steady pitch 57 mph. Driver turned right on Los Altos Ave. driver stopped. Identified. Cited and released, Citation for infraction
4563,4/15/2022 21:28,4/15/2022 21:25,5,FALSE,FOOTHILL EXP,MAIN ST,1, Middle Eastern or South Asian, None,FALSE,70,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", DRIVER CITED AND RELEASD, Citation for infraction
4564,4/16/2022 3:54,4/15/2022 18:30,10,FALSE,El monte,University ,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn against red arrow, Warning (verbal or written); Warning (verbal or written)
4565,4/16/2022 12:39,4/16/2022 12:37,5,FALSE,lyell,san antonio,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone, Warning (verbal or written)
4566,4/16/2022 14:57,4/16/2022 14:56,5,FALSE,foothill,san antonio,1, Asian, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, cell phone, Warning (verbal or written)
4567,4/17/2022 10:45,4/17/2022 10:44,5,FALSE,foothill,el monte,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, Warning (verbal or written)
4568,4/17/2022 12:12,4/17/2022 12:11,5,FALSE,foothill,springer,1, Middle Eastern or South Asian; White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, unsafe speed, Warning (verbal or written)
4569,4/18/2022 8:36,4/18/2022 8:35,5,FALSE,foothill,main,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg mass plates 7/21, Warning (verbal or written)
4570,4/18/2022 14:31,4/18/2022 8:38,5,FALSE,Fremont ,Altos oaks ,1, Black/African American, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45mph in a 25 mph zone, Warning (verbal or written)
4571,4/18/2022 14:32,4/18/2022 14:00,25,FALSE,Almond ,Verano ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Vehicle registration expired 8/2020 with a PNO on file, Citation for infraction; Warning (verbal or written)
4572,4/18/2022 16:29,4/18/2022 8:36,5,FALSE,summerhill,miraloma,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", 11-54, No Action
4573,4/18/2022 16:47,4/18/2022 16:40,15,FALSE,EL MONTE,WOODSTOCK,1, White, None,FALSE,56,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, VEHICLE EXPIRED SINCE 2020...RIP WAS STARTED RECENTLY.  WAS CITED FOR CVC 12500A, Citation for infraction
4574,4/18/2022 16:58,4/18/2022 16:30,8,FALSE,s clark,cuesta,1, Hispanic/Latino/a, None,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, went into bike lane on speed humps, Warning (verbal or written)
4575,4/19/2022 7:24,4/19/2022 7:23,3,FALSE,foothill,miramonte,1, Asian, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 12/21, Warning (verbal or written)
4576,4/19/2022 8:04,4/19/2022 7:24,15,FALSE,foothill,st joseph,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, Asked for consent to search person; Asked for consent to search property; Curbside detention; Person removed from vehicle by physical contact; Search of person was conducted; Search of property was conducted, true, true, Condition of parole / probation/ PRCS / mandatory supervision; Consent given, advised probation for dv and gave consent; advised probation for dv and gave consent, Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 2017 pno, Warning (verbal or written)
4577,4/19/2022 8:06,4/19/2022 7:55,5,FALSE,Magdalena,Hillview,1, Black/African American, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, Warning (verbal or written)
4578,4/19/2022 9:35,4/19/2022 9:33,7,FALSE,Covington rd,Eastwood dr,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40mph in 25 zone, Citation for infraction
4579,4/19/2022 9:46,4/19/2022 9:35,10,FALSE,Covington Rd,Batman Pl,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high speed (40 in 25 zone) in front of schools. Radar confirm 40mph. Driver identified. Cited and released, Citation for infraction
4580,4/19/2022 9:47,4/19/2022 9:30,9,FALSE,Covington ,E rose,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
4581,4/19/2022 11:39,4/19/2022 11:37,10,FALSE,san antonio,hillview,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 3/21 reg susp, Citation for infraction; Citation for infraction
4582,4/19/2022 13:08,4/19/2022 0:50,15,FALSE,LOS ALTOS AVE,,1, Middle Eastern or South Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Investigation to determine whether the person was truant, , WAS CALLED IN BY MULTIPLE RP'S STATING THAT SHE WAS YELLING AND ACTING ODD., No Action
4583,4/19/2022 13:49,4/19/2022 13:46,10,FALSE,mtn view ave,arroyo,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, 11-54 tagged and living in vehicle, Warning (verbal or written)
4584,4/19/2022 14:34,4/19/2022 14:32,8,FALSE,Almond ave,,1, White, None,FALSE,17,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39 in 25mph on almond, Citation for infraction
4585,4/19/2022 15:00,4/19/2022 14:50,9,FALSE,Almond ,Doud,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45mph in 25mph zone, Citation for infraction
